from	from_gene	to	to_gene	combined_score
9606.ENSP00000365261	LST1	9606.ENSP00000440509	TIFAB	437
9606.ENSP00000410533	RNF223	9606.ENSP00000440509	TIFAB	549
9606.ENSP00000410533	RNF223	9606.ENSP00000440509	TIFAB	549
9606.ENSP00000421871	DCANP1	9606.ENSP00000440509	TIFAB	527
9606.ENSP00000421871	DCANP1	9606.ENSP00000440509	TIFAB	527
9606.ENSP00000219833	SLC6A2	9606.ENSP00000440556	GRM4	420
9606.ENSP00000219833	SLC6A2	9606.ENSP00000440556	GRM4	420
9606.ENSP00000247883	TAS2R5	9606.ENSP00000440556	GRM4	600
9606.ENSP00000247883	TAS2R5	9606.ENSP00000440556	GRM4	600
9606.ENSP00000259455	GABBR2	9606.ENSP00000440556	GRM4	729
9606.ENSP00000259455	GABBR2	9606.ENSP00000440556	GRM4	729
9606.ENSP00000261707	SLC6A4	9606.ENSP00000440556	GRM4	414
9606.ENSP00000261707	SLC6A4	9606.ENSP00000440556	GRM4	414
9606.ENSP00000262895	GRIK5	9606.ENSP00000440556	GRM4	622
9606.ENSP00000262895	GRIK5	9606.ENSP00000440556	GRM4	622
9606.ENSP00000263269	GRIN2D	9606.ENSP00000440556	GRM4	598
9606.ENSP00000263269	GRIN2D	9606.ENSP00000440556	GRM4	598
9606.ENSP00000265113	SLC1A3	9606.ENSP00000440556	GRM4	446
9606.ENSP00000265113	SLC1A3	9606.ENSP00000440556	GRM4	446
9606.ENSP00000274547	GABRB2	9606.ENSP00000440556	GRM4	496
9606.ENSP00000274547	GABRB2	9606.ENSP00000440556	GRM4	496
9606.ENSP00000282499	GRIA4	9606.ENSP00000440556	GRM4	672
9606.ENSP00000282499	GRIA4	9606.ENSP00000440556	GRM4	672
9606.ENSP00000308541	F2	9606.ENSP00000440556	GRM4	600
9606.ENSP00000308541	F2	9606.ENSP00000440556	GRM4	600
9606.ENSP00000316909	SLC17A8	9606.ENSP00000440556	GRM4	464
9606.ENSP00000316909	SLC17A8	9606.ENSP00000440556	GRM4	464
9606.ENSP00000334382	HOMER1	9606.ENSP00000440556	GRM4	571
9606.ENSP00000334382	HOMER1	9606.ENSP00000440556	GRM4	571
9606.ENSP00000344173	GRM8	9606.ENSP00000440556	GRM4	835
9606.ENSP00000344173	GRM8	9606.ENSP00000440556	GRM4	835
9606.ENSP00000354896	GRM1	9606.ENSP00000440556	GRM4	845
9606.ENSP00000354896	GRM1	9606.ENSP00000440556	GRM4	845
9606.ENSP00000358730	TMIGD3	9606.ENSP00000440556	GRM4	445
9606.ENSP00000358730	ADORA3	9606.ENSP00000440556	GRM4	445
9606.ENSP00000358730	TMIGD3	9606.ENSP00000440556	GRM4	445
9606.ENSP00000358730	ADORA3	9606.ENSP00000440556	GRM4	445
9606.ENSP00000362183	GRIK3	9606.ENSP00000440556	GRM4	605
9606.ENSP00000362183	GRIK3	9606.ENSP00000440556	GRM4	605
9606.ENSP00000366233	GABBR1	9606.ENSP00000440556	GRM4	746
9606.ENSP00000366233	GABBR1	9606.ENSP00000440556	GRM4	746
9606.ENSP00000367848	GABRD	9606.ENSP00000440556	GRM4	460
9606.ENSP00000367848	GABRD	9606.ENSP00000440556	GRM4	460
9606.ENSP00000375859	TMEM91	9606.ENSP00000440556	GRM4	455
9606.ENSP00000375859	TMEM91	9606.ENSP00000440556	GRM4	455
9606.ENSP00000377836	GPC3	9606.ENSP00000440556	GRM4	416
9606.ENSP00000377836	GPC3	9606.ENSP00000440556	GRM4	416
9606.ENSP00000378328	ANKRD13B	9606.ENSP00000440556	GRM4	463
9606.ENSP00000378328	ANKRD13B	9606.ENSP00000440556	GRM4	463
9606.ENSP00000420194	CASR	9606.ENSP00000440556	GRM4	631
9606.ENSP00000420194	CASR	9606.ENSP00000440556	GRM4	631
9606.ENSP00000279178	SLC22A9	9606.ENSP00000440703	NPIPB5	407
9606.ENSP00000279178	SLC22A9	9606.ENSP00000440703	NPIPB5	407
9606.ENSP00000313670	ALS2CL	9606.ENSP00000440765	METTL26	470
9606.ENSP00000313670	ALS2CL	9606.ENSP00000440765	METTL26	470
9606.ENSP00000261800	FAT2	9606.ENSP00000440896	PLD5	687
9606.ENSP00000261800	FAT2	9606.ENSP00000440896	PLD5	687
9606.ENSP00000405482	SVOPL	9606.ENSP00000440896	PLD5	617
9606.ENSP00000405482	SVOPL	9606.ENSP00000440896	PLD5	617
9606.ENSP00000075120	SLC2A3	9606.ENSP00000441065	SLC16A1	530
9606.ENSP00000075120	SLC2A3	9606.ENSP00000441065	SLC16A1	530
9606.ENSP00000233969	SLC9A2	9606.ENSP00000441065	SLC16A1	469
9606.ENSP00000233969	SLC9A2	9606.ENSP00000441065	SLC16A1	469
9606.ENSP00000234256	SLC1A4	9606.ENSP00000441065	SLC16A1	425
9606.ENSP00000234256	SLC1A4	9606.ENSP00000441065	SLC16A1	425
9606.ENSP00000264938	SLC9A3	9606.ENSP00000441065	SLC16A1	420
9606.ENSP00000264938	SLC9A3	9606.ENSP00000441065	SLC16A1	420
9606.ENSP00000290573	HK2	9606.ENSP00000441065	SLC16A1	472
9606.ENSP00000290573	HK2	9606.ENSP00000441065	SLC16A1	472
9606.ENSP00000321735	SLC16A8	9606.ENSP00000441065	SLC16A1	636
9606.ENSP00000321735	SLC16A8	9606.ENSP00000441065	SLC16A1	636
9606.ENSP00000367608	CA9	9606.ENSP00000441065	SLC16A1	428
9606.ENSP00000367608	CA9	9606.ENSP00000441065	SLC16A1	428
9606.ENSP00000371234	CYS1	9606.ENSP00000441065	SLC16A1	447
9606.ENSP00000371234	CYS1	9606.ENSP00000441065	SLC16A1	447
9606.ENSP00000376352	PDK1	9606.ENSP00000441065	SLC16A1	465
9606.ENSP00000376352	PDK1	9606.ENSP00000441065	SLC16A1	465
9606.ENSP00000379326	SLC5A12	9606.ENSP00000441065	SLC16A1	614
9606.ENSP00000379326	SLC5A12	9606.ENSP00000441065	SLC16A1	614
9606.ENSP00000416293	SLC2A1	9606.ENSP00000441065	SLC16A1	682
9606.ENSP00000416293	SLC2A1	9606.ENSP00000441065	SLC16A1	682
9606.ENSP00000418575	TAFA1	9606.ENSP00000441065	SLC16A1	451
9606.ENSP00000418575	TAFA1	9606.ENSP00000441065	SLC16A1	451
9606.ENSP00000229447	IYD	9606.ENSP00000441235	TSHR	611
9606.ENSP00000229447	IYD	9606.ENSP00000441235	TSHR	611
9606.ENSP00000252505	ALLC	9606.ENSP00000441235	TSHR	400
9606.ENSP00000252505	ALLC	9606.ENSP00000441235	TSHR	400
9606.ENSP00000265715	SLC26A4	9606.ENSP00000441235	TSHR	658
9606.ENSP00000265715	SLC26A4	9606.ENSP00000441235	TSHR	658
9606.ENSP00000265717	PRKAR2B	9606.ENSP00000441235	TSHR	427
9606.ENSP00000265717	PRKAR2B	9606.ENSP00000441235	TSHR	427
9606.ENSP00000282507	UGT3A2	9606.ENSP00000441235	TSHR	414
9606.ENSP00000282507	UGT3A2	9606.ENSP00000441235	TSHR	414
9606.ENSP00000303939	CTLA4	9606.ENSP00000441235	TSHR	481
9606.ENSP00000303939	CTLA4	9606.ENSP00000441235	TSHR	481
9606.ENSP00000315417	ALX1	9606.ENSP00000441235	TSHR	522
9606.ENSP00000315417	ALX1	9606.ENSP00000441235	TSHR	522
9606.ENSP00000329374	SERPINA7	9606.ENSP00000441235	TSHR	414
9606.ENSP00000329374	SERPINA7	9606.ENSP00000441235	TSHR	414
9606.ENSP00000330658	PAPPA	9606.ENSP00000441235	TSHR	462
9606.ENSP00000330658	PAPPA	9606.ENSP00000441235	TSHR	462
9606.ENSP00000354643	DIO1	9606.ENSP00000441235	TSHR	445
9606.ENSP00000354643	DIO1	9606.ENSP00000441235	TSHR	445
9606.ENSP00000356213	VIP	9606.ENSP00000441235	TSHR	630
9606.ENSP00000356213	VIP	9606.ENSP00000441235	TSHR	630
9606.ENSP00000357167	FCRL3	9606.ENSP00000441235	TSHR	586
9606.ENSP00000357167	FCRL3	9606.ENSP00000441235	TSHR	586
9606.ENSP00000361359	CD40	9606.ENSP00000441235	TSHR	416
9606.ENSP00000361359	CD40	9606.ENSP00000441235	TSHR	416
9606.ENSP00000364265	FOXE1	9606.ENSP00000441235	TSHR	736
9606.ENSP00000364265	FOXE1	9606.ENSP00000441235	TSHR	736
9606.ENSP00000367013	TNFRSF25	9606.ENSP00000441235	TSHR	589
9606.ENSP00000367013	TNFRSF25	9606.ENSP00000441235	TSHR	589
9606.ENSP00000367715	DCDC2	9606.ENSP00000441235	TSHR	402
9606.ENSP00000367715	DCDC2	9606.ENSP00000441235	TSHR	402
9606.ENSP00000377446	SUCLG1	9606.ENSP00000441235	TSHR	444
9606.ENSP00000377446	SUCLG1	9606.ENSP00000441235	TSHR	444
9606.ENSP00000379904	THRB	9606.ENSP00000441235	TSHR	467
9606.ENSP00000379904	THRB	9606.ENSP00000441235	TSHR	467
9606.ENSP00000416293	SLC2A1	9606.ENSP00000441235	TSHR	512
9606.ENSP00000416293	SLC2A1	9606.ENSP00000441235	TSHR	512
9606.ENSP00000426455	RNASET2	9606.ENSP00000441235	TSHR	444
9606.ENSP00000426455	RNASET2	9606.ENSP00000441235	TSHR	444
9606.ENSP00000431418	NTRK1	9606.ENSP00000441235	TSHR	434
9606.ENSP00000431418	NTRK1	9606.ENSP00000441235	TSHR	434
9606.ENSP00000337451	EPHA3	9606.ENSP00000441434	NNMT	406
9606.ENSP00000337451	EPHA3	9606.ENSP00000441434	NNMT	406
9606.ENSP00000339191	CAV1	9606.ENSP00000441434	NNMT	405
9606.ENSP00000339191	CAV1	9606.ENSP00000441434	NNMT	405
9606.ENSP00000361894	GNMT	9606.ENSP00000441434	NNMT	555
9606.ENSP00000361894	GNMT	9606.ENSP00000441434	NNMT	555
9606.ENSP00000368924	TFAP2A	9606.ENSP00000441434	NNMT	439
9606.ENSP00000368924	TFAP2A	9606.ENSP00000441434	NNMT	439
9606.ENSP00000370473	IGFBP3	9606.ENSP00000441434	NNMT	409
9606.ENSP00000370473	IGFBP3	9606.ENSP00000441434	NNMT	409
9606.ENSP00000247883	TAS2R5	9606.ENSP00000441624	TAS2R20	458
9606.ENSP00000247883	TAS2R5	9606.ENSP00000441624	TAS2R20	458
9606.ENSP00000259455	GABBR2	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000259455	GABBR2	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000296142	RTP3	9606.ENSP00000441624	TAS2R20	441
9606.ENSP00000296142	RTP3	9606.ENSP00000441624	TAS2R20	441
9606.ENSP00000344173	GRM8	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000344173	GRM8	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000366233	GABBR1	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000366233	GABBR1	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000368411	SCNN1D	9606.ENSP00000441624	TAS2R20	412
9606.ENSP00000368411	SCNN1D	9606.ENSP00000441624	TAS2R20	412
9606.ENSP00000420194	CASR	9606.ENSP00000441624	TAS2R20	656
9606.ENSP00000420194	CASR	9606.ENSP00000441624	TAS2R20	656
9606.ENSP00000440556	GRM4	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000440556	GRM4	9606.ENSP00000441624	TAS2R20	600
9606.ENSP00000009530	CD74	9606.ENSP00000441691	ITGAM	640
9606.ENSP00000009530	CD74	9606.ENSP00000441691	ITGAM	640
9606.ENSP00000046794	LCP2	9606.ENSP00000441691	ITGAM	508
9606.ENSP00000046794	LCP2	9606.ENSP00000441691	ITGAM	508
9606.ENSP00000177694	TBX21	9606.ENSP00000441691	ITGAM	727
9606.ENSP00000177694	TBX21	9606.ENSP00000441691	ITGAM	727
9606.ENSP00000182290	TSPAN32	9606.ENSP00000441691	ITGAM	531
9606.ENSP00000182290	TSPAN32	9606.ENSP00000441691	ITGAM	531
9606.ENSP00000203629	LAG3	9606.ENSP00000441691	ITGAM	517
9606.ENSP00000203629	LAG3	9606.ENSP00000441691	ITGAM	517
9606.ENSP00000216117	HMOX1	9606.ENSP00000441691	ITGAM	489
9606.ENSP00000216117	HMOX1	9606.ENSP00000441691	ITGAM	489
9606.ENSP00000217407	LBP	9606.ENSP00000441691	ITGAM	709
9606.ENSP00000217407	LBP	9606.ENSP00000441691	ITGAM	709
9606.ENSP00000218388	TIMP1	9606.ENSP00000441691	ITGAM	428
9606.ENSP00000218388	TIMP1	9606.ENSP00000441691	ITGAM	428
9606.ENSP00000220809	PLAT	9606.ENSP00000441691	ITGAM	917
9606.ENSP00000220809	PLAT	9606.ENSP00000441691	ITGAM	917
9606.ENSP00000221515	RETN	9606.ENSP00000441691	ITGAM	504
9606.ENSP00000221515	RETN	9606.ENSP00000441691	ITGAM	504
9606.ENSP00000221978	NKG7	9606.ENSP00000441691	ITGAM	404
9606.ENSP00000221978	NKG7	9606.ENSP00000441691	ITGAM	404
9606.ENSP00000223095	SERPINE1	9606.ENSP00000441691	ITGAM	419
9606.ENSP00000223095	SERPINE1	9606.ENSP00000441691	ITGAM	419
9606.ENSP00000225275	MPO	9606.ENSP00000441691	ITGAM	893
9606.ENSP00000225275	MPO	9606.ENSP00000441691	ITGAM	893
9606.ENSP00000225474	CSF3	9606.ENSP00000441691	ITGAM	708
9606.ENSP00000225474	CSF3	9606.ENSP00000441691	ITGAM	708
9606.ENSP00000226218	VTN	9606.ENSP00000441691	ITGAM	698
9606.ENSP00000226218	VTN	9606.ENSP00000441691	ITGAM	698
9606.ENSP00000227163	SPI1	9606.ENSP00000441691	ITGAM	963
9606.ENSP00000227163	SPI1	9606.ENSP00000441691	ITGAM	963
9606.ENSP00000229239	GAPDH	9606.ENSP00000441691	ITGAM	709
9606.ENSP00000229239	GAPDH	9606.ENSP00000441691	ITGAM	709
9606.ENSP00000229402	KLRB1	9606.ENSP00000441691	ITGAM	559
9606.ENSP00000229402	KLRB1	9606.ENSP00000441691	ITGAM	559
9606.ENSP00000231004	LOX	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000231004	LOX	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000231009	GZMK	9606.ENSP00000441691	ITGAM	417
9606.ENSP00000231009	GZMK	9606.ENSP00000441691	ITGAM	417
9606.ENSP00000231751	LTF	9606.ENSP00000441691	ITGAM	464
9606.ENSP00000231751	LTF	9606.ENSP00000441691	ITGAM	464
9606.ENSP00000233242	APOB	9606.ENSP00000441691	ITGAM	914
9606.ENSP00000233242	APOB	9606.ENSP00000441691	ITGAM	914
9606.ENSP00000233954	IL1RL1	9606.ENSP00000441691	ITGAM	490
9606.ENSP00000233954	IL1RL1	9606.ENSP00000441691	ITGAM	490
9606.ENSP00000234313	PLEK	9606.ENSP00000441691	ITGAM	643
9606.ENSP00000234313	PLEK	9606.ENSP00000441691	ITGAM	643
9606.ENSP00000234347	PRTN3	9606.ENSP00000441691	ITGAM	762
9606.ENSP00000234347	PRTN3	9606.ENSP00000441691	ITGAM	762
9606.ENSP00000240618	KLRK1	9606.ENSP00000441691	ITGAM	685
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000441691	ITGAM	685
9606.ENSP00000240618	KLRK1	9606.ENSP00000441691	ITGAM	685
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000441691	ITGAM	685
9606.ENSP00000243440	BATF3	9606.ENSP00000441691	ITGAM	669
9606.ENSP00000243440	BATF3	9606.ENSP00000441691	ITGAM	669
9606.ENSP00000244709	TREM1	9606.ENSP00000441691	ITGAM	580
9606.ENSP00000244709	TREM1	9606.ENSP00000441691	ITGAM	580
9606.ENSP00000245620	LILRB3	9606.ENSP00000441691	ITGAM	452
9606.ENSP00000245620	LILRB3	9606.ENSP00000441691	ITGAM	452
9606.ENSP00000245903	CD70	9606.ENSP00000441691	ITGAM	427
9606.ENSP00000245903	CD70	9606.ENSP00000441691	ITGAM	427
9606.ENSP00000245907	C3	9606.ENSP00000441691	ITGAM	996
9606.ENSP00000245907	C3	9606.ENSP00000441691	ITGAM	996
9606.ENSP00000246551	HCST	9606.ENSP00000441691	ITGAM	581
9606.ENSP00000246551	HCST	9606.ENSP00000441691	ITGAM	581
9606.ENSP00000250092	CD68	9606.ENSP00000441691	ITGAM	851
9606.ENSP00000250092	CD68	9606.ENSP00000441691	ITGAM	851
9606.ENSP00000252723	EPO	9606.ENSP00000441691	ITGAM	421
9606.ENSP00000252723	EPO	9606.ENSP00000441691	ITGAM	421
9606.ENSP00000254301	LGALS3	9606.ENSP00000441691	ITGAM	690
9606.ENSP00000254301	LGALS3	9606.ENSP00000441691	ITGAM	690
9606.ENSP00000255030	CRP	9606.ENSP00000441691	ITGAM	479
9606.ENSP00000255030	CRP	9606.ENSP00000441691	ITGAM	479
9606.ENSP00000261267	LYZ	9606.ENSP00000441691	ITGAM	480
9606.ENSP00000261267	LYZ	9606.ENSP00000441691	ITGAM	480
9606.ENSP00000261769	CDH1	9606.ENSP00000441691	ITGAM	466
9606.ENSP00000261769	CDH1	9606.ENSP00000441691	ITGAM	466
9606.ENSP00000262262	CD33	9606.ENSP00000441691	ITGAM	832
9606.ENSP00000262262	CD33	9606.ENSP00000441691	ITGAM	832
9606.ENSP00000262629	TYROBP	9606.ENSP00000441691	ITGAM	877
9606.ENSP00000262629	TYROBP	9606.ENSP00000441691	ITGAM	877
9606.ENSP00000264036	MCAM	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000264036	MCAM	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000264144	LAMC2	9606.ENSP00000441691	ITGAM	426
9606.ENSP00000264144	LAMC2	9606.ENSP00000441691	ITGAM	426
9606.ENSP00000264246	CD80	9606.ENSP00000441691	ITGAM	960
9606.ENSP00000264246	CD80	9606.ENSP00000441691	ITGAM	960
9606.ENSP00000264972	ZAP70	9606.ENSP00000441691	ITGAM	410
9606.ENSP00000264972	ZAP70	9606.ENSP00000441691	ITGAM	410
9606.ENSP00000265023	KNG1	9606.ENSP00000441691	ITGAM	943
9606.ENSP00000265023	KNG1	9606.ENSP00000441691	ITGAM	943
9606.ENSP00000265132	AMBP	9606.ENSP00000441691	ITGAM	532
9606.ENSP00000265132	AMBP	9606.ENSP00000441691	ITGAM	532
9606.ENSP00000265171	EGF	9606.ENSP00000441691	ITGAM	508
9606.ENSP00000265171	EGF	9606.ENSP00000441691	ITGAM	508
9606.ENSP00000265709	ANK1	9606.ENSP00000441691	ITGAM	999
9606.ENSP00000265709	ANK1	9606.ENSP00000441691	ITGAM	999
9606.ENSP00000266557	CD27	9606.ENSP00000441691	ITGAM	706
9606.ENSP00000266557	CD27	9606.ENSP00000441691	ITGAM	706
9606.ENSP00000267953	BCL2A1	9606.ENSP00000441691	ITGAM	414
9606.ENSP00000267953	BCL2A1	9606.ENSP00000441691	ITGAM	414
9606.ENSP00000271324	CD53	9606.ENSP00000441691	ITGAM	551
9606.ENSP00000271324	CD53	9606.ENSP00000441691	ITGAM	551
9606.ENSP00000271450	FCGR2C	9606.ENSP00000441691	ITGAM	995
9606.ENSP00000271450	FCGR2A	9606.ENSP00000441691	ITGAM	995
9606.ENSP00000271450	FCGR2C	9606.ENSP00000441691	ITGAM	995
9606.ENSP00000271450	FCGR2A	9606.ENSP00000441691	ITGAM	995
9606.ENSP00000274306	GZMA	9606.ENSP00000441691	ITGAM	496
9606.ENSP00000274306	GZMA	9606.ENSP00000441691	ITGAM	496
9606.ENSP00000274532	TIMD4	9606.ENSP00000441691	ITGAM	507
9606.ENSP00000274532	TIMD4	9606.ENSP00000441691	ITGAM	507
9606.ENSP00000282397	FLT1	9606.ENSP00000441691	ITGAM	514
9606.ENSP00000282397	FLT1	9606.ENSP00000441691	ITGAM	514
9606.ENSP00000283249	ITGB6	9606.ENSP00000441691	ITGAM	836
9606.ENSP00000283249	ITGB6	9606.ENSP00000441691	ITGAM	836
9606.ENSP00000284818	LY96	9606.ENSP00000441691	ITGAM	507
9606.ENSP00000284818	LY96	9606.ENSP00000441691	ITGAM	507
9606.ENSP00000286758	CXCL13	9606.ENSP00000441691	ITGAM	504
9606.ENSP00000286758	CXCL13	9606.ENSP00000441691	ITGAM	504
9606.ENSP00000289429	CD1A	9606.ENSP00000441691	ITGAM	591
9606.ENSP00000289429	CD1A	9606.ENSP00000441691	ITGAM	591
9606.ENSP00000289473	NCF1	9606.ENSP00000441691	ITGAM	601
9606.ENSP00000289473	NCF1	9606.ENSP00000441691	ITGAM	601
9606.ENSP00000289902	FCER1G	9606.ENSP00000441691	ITGAM	705
9606.ENSP00000289902	FCER1G	9606.ENSP00000441691	ITGAM	705
9606.ENSP00000292303	CCR5	9606.ENSP00000441691	ITGAM	783
9606.ENSP00000292303	CCR5	9606.ENSP00000441691	ITGAM	783
9606.ENSP00000293379	ITGA5	9606.ENSP00000441691	ITGAM	771
9606.ENSP00000293379	ITGA5	9606.ENSP00000441691	ITGAM	771
9606.ENSP00000294507	LAPTM5	9606.ENSP00000441691	ITGAM	562
9606.ENSP00000294507	LAPTM5	9606.ENSP00000441691	ITGAM	562
9606.ENSP00000294728	VCAM1	9606.ENSP00000441691	ITGAM	968
9606.ENSP00000294728	VCAM1	9606.ENSP00000441691	ITGAM	968
9606.ENSP00000295897	ALB	9606.ENSP00000441691	ITGAM	756
9606.ENSP00000295897	ALB	9606.ENSP00000441691	ITGAM	756
9606.ENSP00000296027	CXCL5	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000296027	CXCL5	9606.ENSP00000441691	ITGAM	558
9606.ENSP00000296435	CAMP	9606.ENSP00000441691	ITGAM	427
9606.ENSP00000296435	CAMP	9606.ENSP00000441691	ITGAM	427
9606.ENSP00000296795	TLR3	9606.ENSP00000441691	ITGAM	630
9606.ENSP00000296795	TLR3	9606.ENSP00000441691	ITGAM	630
9606.ENSP00000299855	MMP3	9606.ENSP00000441691	ITGAM	414
9606.ENSP00000299855	MMP3	9606.ENSP00000441691	ITGAM	414
9606.ENSP00000300589	NOD2	9606.ENSP00000441691	ITGAM	626
9606.ENSP00000300589	NOD2	9606.ENSP00000441691	ITGAM	626
9606.ENSP00000301178	AXL	9606.ENSP00000441691	ITGAM	422
9606.ENSP00000301178	AXL	9606.ENSP00000441691	ITGAM	422
9606.ENSP00000302079	C3AR1	9606.ENSP00000441691	ITGAM	726
9606.ENSP00000302079	C3AR1	9606.ENSP00000441691	ITGAM	726
9606.ENSP00000302234	CCL11	9606.ENSP00000441691	ITGAM	521
9606.ENSP00000302234	CCL11	9606.ENSP00000441691	ITGAM	521
9606.ENSP00000302569	CLEC7A	9606.ENSP00000441691	ITGAM	710
9606.ENSP00000302569	CLEC7A	9606.ENSP00000441691	ITGAM	710
9606.ENSP00000302935	IL16	9606.ENSP00000441691	ITGAM	420
9606.ENSP00000302935	IL16	9606.ENSP00000441691	ITGAM	420
9606.ENSP00000303276	RNASE2	9606.ENSP00000441691	ITGAM	492
9606.ENSP00000303276	RNASE2	9606.ENSP00000441691	ITGAM	492
9606.ENSP00000303939	CTLA4	9606.ENSP00000441691	ITGAM	926
9606.ENSP00000303939	CTLA4	9606.ENSP00000441691	ITGAM	926
9606.ENSP00000304236	CD14	9606.ENSP00000441691	ITGAM	948
9606.ENSP00000304236	CD14	9606.ENSP00000441691	ITGAM	948
9606.ENSP00000305651	CXCL10	9606.ENSP00000441691	ITGAM	701
9606.ENSP00000305651	CXCL10	9606.ENSP00000441691	ITGAM	701
9606.ENSP00000306099	FGB	9606.ENSP00000441691	ITGAM	908
9606.ENSP00000306099	FGB	9606.ENSP00000441691	ITGAM	908
9606.ENSP00000306361	FGA	9606.ENSP00000441691	ITGAM	932
9606.ENSP00000306361	FGA	9606.ENSP00000441691	ITGAM	932
9606.ENSP00000306884	CXCL11	9606.ENSP00000441691	ITGAM	432
9606.ENSP00000306884	CXCL11	9606.ENSP00000441691	ITGAM	432
9606.ENSP00000308925	TLR10	9606.ENSP00000441691	ITGAM	569
9606.ENSP00000308925	TLR10	9606.ENSP00000441691	ITGAM	569
9606.ENSP00000308938	PLG	9606.ENSP00000441691	ITGAM	938
9606.ENSP00000308938	PLG	9606.ENSP00000441691	ITGAM	938
9606.ENSP00000309572	TERT	9606.ENSP00000441691	ITGAM	466
9606.ENSP00000309572	TERT	9606.ENSP00000441691	ITGAM	466
9606.ENSP00000312027	CD7	9606.ENSP00000441691	ITGAM	651
9606.ENSP00000312027	CD7	9606.ENSP00000441691	ITGAM	651
9606.ENSP00000312082	TLR8	9606.ENSP00000441691	ITGAM	698
9606.ENSP00000312082	TLR8	9606.ENSP00000441691	ITGAM	698
9606.ENSP00000312946	STAB1	9606.ENSP00000441691	ITGAM	457
9606.ENSP00000312946	STAB1	9606.ENSP00000441691	ITGAM	457
9606.ENSP00000314299	CFHR1	9606.ENSP00000441691	ITGAM	435
9606.ENSP00000314299	CFHR1	9606.ENSP00000441691	ITGAM	435
9606.ENSP00000319476	ICOS	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000319476	ICOS	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000320376	P2RY13	9606.ENSP00000441691	ITGAM	475
9606.ENSP00000320376	P2RY13	9606.ENSP00000441691	ITGAM	475
9606.ENSP00000320563	WDFY4	9606.ENSP00000441691	ITGAM	541
9606.ENSP00000320563	WDFY4	9606.ENSP00000441691	ITGAM	541
9606.ENSP00000323328	SIGLEC7	9606.ENSP00000441691	ITGAM	459
9606.ENSP00000323328	SIGLEC7	9606.ENSP00000441691	ITGAM	459
9606.ENSP00000327890	IL3RA	9606.ENSP00000441691	ITGAM	787
9606.ENSP00000327890	IL3RA	9606.ENSP00000441691	ITGAM	787
9606.ENSP00000328207	TNFRSF18	9606.ENSP00000441691	ITGAM	499
9606.ENSP00000328207	TNFRSF18	9606.ENSP00000441691	ITGAM	499
9606.ENSP00000329507	CD300C	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000329507	CD300C	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000331172	CD8B	9606.ENSP00000441691	ITGAM	498
9606.ENSP00000331172	CD8B	9606.ENSP00000441691	ITGAM	498
9606.ENSP00000331614	IKZF1	9606.ENSP00000441691	ITGAM	537
9606.ENSP00000331614	IKZF1	9606.ENSP00000441691	ITGAM	537
9606.ENSP00000331736	SELE	9606.ENSP00000441691	ITGAM	622
9606.ENSP00000331736	SELE	9606.ENSP00000441691	ITGAM	622
9606.ENSP00000332049	CD86	9606.ENSP00000441691	ITGAM	929
9606.ENSP00000332049	CD86	9606.ENSP00000441691	ITGAM	929
9606.ENSP00000334145	F3	9606.ENSP00000441691	ITGAM	456
9606.ENSP00000334145	F3	9606.ENSP00000441691	ITGAM	456
9606.ENSP00000336829	FGG	9606.ENSP00000441691	ITGAM	936
9606.ENSP00000336829	FGG	9606.ENSP00000441691	ITGAM	936
9606.ENSP00000339804	TSLP	9606.ENSP00000441691	ITGAM	521
9606.ENSP00000339804	TSLP	9606.ENSP00000441691	ITGAM	521
9606.ENSP00000341141	SIGLEC1	9606.ENSP00000441691	ITGAM	771
9606.ENSP00000341141	SIGLEC1	9606.ENSP00000441691	ITGAM	771
9606.ENSP00000342156	NCR3	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000342156	NCR3	9606.ENSP00000441691	ITGAM	442
9606.ENSP00000342681	CD5	9606.ENSP00000441691	ITGAM	826
9606.ENSP00000342681	CD5	9606.ENSP00000441691	ITGAM	826
9606.ENSP00000343952	CCR6	9606.ENSP00000441691	ITGAM	630
9606.ENSP00000343952	CCR6	9606.ENSP00000441691	ITGAM	630
9606.ENSP00000344871	MYO1F	9606.ENSP00000441691	ITGAM	562
9606.ENSP00000344871	MYO1F	9606.ENSP00000441691	ITGAM	562
9606.ENSP00000346839	FN1	9606.ENSP00000441691	ITGAM	959
