from	from_gene	to	to_gene	combined_score
9606.ENSP00000001146	CYP26B1	9606.ENSP00000003084	CFTR	427
9606.ENSP00000001146	CYP26B1	9606.ENSP00000003084	CFTR	427
9606.ENSP00000003084	CFTR	9606.ENSP00000011292	CPA1	519
9606.ENSP00000003084	CFTR	9606.ENSP00000011292	CPA1	519
9606.ENSP00000027335	CDH17	9606.ENSP00000035383	LRRC7	463
9606.ENSP00000027335	CDH17	9606.ENSP00000035383	LRRC7	463
9606.ENSP00000005995	PRSS21	9606.ENSP00000046087	ZPBP	471
9606.ENSP00000005995	PRSS21	9606.ENSP00000046087	ZPBP	471
9606.ENSP00000009530	CD74	9606.ENSP00000046794	LCP2	408
9606.ENSP00000009530	CD74	9606.ENSP00000046794	LCP2	408
9606.ENSP00000003084	CFTR	9606.ENSP00000155840	KCNQ1	642
9606.ENSP00000003084	CFTR	9606.ENSP00000155840	KCNQ1	642
9606.ENSP00000172229	NGFR	9606.ENSP00000180166	FGF20	629
9606.ENSP00000172229	NGFR	9606.ENSP00000180166	FGF20	629
9606.ENSP00000155840	KCNQ1	9606.ENSP00000182290	TSPAN32	537
9606.ENSP00000155840	KCNQ1	9606.ENSP00000182290	TSPAN32	537
9606.ENSP00000003084	CFTR	9606.ENSP00000185206	CLIC5	572
9606.ENSP00000003084	CFTR	9606.ENSP00000185206	CLIC5	572
9606.ENSP00000003084	CFTR	9606.ENSP00000199280	AQP2	492
9606.ENSP00000003084	CFTR	9606.ENSP00000199280	AQP2	492
9606.ENSP00000064571	CBLN4	9606.ENSP00000200691	MT3	414
9606.ENSP00000064571	CBLN4	9606.ENSP00000200691	MT3	414
9606.ENSP00000177694	TBX21	9606.ENSP00000203629	LAG3	691
9606.ENSP00000177694	TBX21	9606.ENSP00000203629	LAG3	691
9606.ENSP00000200676	CETP	9606.ENSP00000205948	APOH	802
9606.ENSP00000200676	CETP	9606.ENSP00000205948	APOH	802
9606.ENSP00000052754	DCN	9606.ENSP00000212355	TGFBR3	514
9606.ENSP00000052754	DCN	9606.ENSP00000212355	TGFBR3	514
9606.ENSP00000180166	FGF20	9606.ENSP00000215095	STX1B	484
9606.ENSP00000180166	FGF20	9606.ENSP00000215095	STX1B	484
9606.ENSP00000199280	AQP2	9606.ENSP00000215095	STX1B	470
9606.ENSP00000199280	AQP2	9606.ENSP00000215095	STX1B	470
9606.ENSP00000166345	TRIP13	9606.ENSP00000215980	CENPM	759
9606.ENSP00000166345	TRIP13	9606.ENSP00000215980	CENPM	759
9606.ENSP00000199280	AQP2	9606.ENSP00000216075	MIOX	637
9606.ENSP00000199280	AQP2	9606.ENSP00000216075	MIOX	637
9606.ENSP00000177694	TBX21	9606.ENSP00000216338	GZMH	677
9606.ENSP00000177694	TBX21	9606.ENSP00000216338	GZMH	677
9606.ENSP00000215095	STX1B	9606.ENSP00000216492	CHGA	883
9606.ENSP00000215095	STX1B	9606.ENSP00000216492	CHGA	883
9606.ENSP00000207157	TBX15	9606.ENSP00000216513	SIX4	495
9606.ENSP00000207157	TBX15	9606.ENSP00000216513	SIX4	495
9606.ENSP00000001146	CYP26B1	9606.ENSP00000216862	CYP24A1	409
9606.ENSP00000001146	CYP26B1	9606.ENSP00000216862	CYP24A1	409
9606.ENSP00000166345	TRIP13	9606.ENSP00000217026	MYBL2	634
9606.ENSP00000166345	TRIP13	9606.ENSP00000217026	MYBL2	634
9606.ENSP00000215743	MMP11	9606.ENSP00000217026	MYBL2	417
9606.ENSP00000215743	MMP11	9606.ENSP00000217026	MYBL2	417
9606.ENSP00000215980	CENPM	9606.ENSP00000217026	MYBL2	412
9606.ENSP00000215980	CENPM	9606.ENSP00000217026	MYBL2	412
9606.ENSP00000169298	ST6GAL1	9606.ENSP00000217182	EEF1A2	465
9606.ENSP00000169298	ST6GAL1	9606.ENSP00000217182	EEF1A2	465
9606.ENSP00000215743	MMP11	9606.ENSP00000218230	PCSK1N	451
9606.ENSP00000215743	MMP11	9606.ENSP00000218230	PCSK1N	451
9606.ENSP00000216492	CHGA	9606.ENSP00000218230	PCSK1N	647
9606.ENSP00000216492	CHGA	9606.ENSP00000218230	PCSK1N	647
9606.ENSP00000052754	DCN	9606.ENSP00000218388	TIMP1	580
9606.ENSP00000052754	DCN	9606.ENSP00000218388	TIMP1	580
9606.ENSP00000215743	MMP11	9606.ENSP00000218388	TIMP1	732
9606.ENSP00000215743	MMP11	9606.ENSP00000218388	TIMP1	732
9606.ENSP00000215909	LGALS1	9606.ENSP00000218388	TIMP1	431
9606.ENSP00000215909	LGALS1	9606.ENSP00000218388	TIMP1	431
9606.ENSP00000216117	HMOX1	9606.ENSP00000218388	TIMP1	478
9606.ENSP00000216117	HMOX1	9606.ENSP00000218388	TIMP1	478
9606.ENSP00000217407	LBP	9606.ENSP00000218388	TIMP1	913
9606.ENSP00000217407	LBP	9606.ENSP00000218388	TIMP1	913
9606.ENSP00000003084	CFTR	9606.ENSP00000218548		716
9606.ENSP00000003084	CFTR	9606.ENSP00000218548	ATP12A	716
9606.ENSP00000003084	CFTR	9606.ENSP00000218548		716
9606.ENSP00000003084	CFTR	9606.ENSP00000218548	ATP12A	716
9606.ENSP00000216492	CHGA	9606.ENSP00000218548		643
9606.ENSP00000216492	CHGA	9606.ENSP00000218548	ATP12A	643
9606.ENSP00000216492	CHGA	9606.ENSP00000218548		643
9606.ENSP00000216492	CHGA	9606.ENSP00000218548	ATP12A	643
9606.ENSP00000027335	CDH17	9606.ENSP00000219022	OLFM4	956
9606.ENSP00000027335	CDH17	9606.ENSP00000219022	OLFM4	956
9606.ENSP00000216492	CHGA	9606.ENSP00000219022	OLFM4	574
9606.ENSP00000216492	CHGA	9606.ENSP00000219022	OLFM4	574
9606.ENSP00000046794	LCP2	9606.ENSP00000219150	CORO1A	409
9606.ENSP00000046794	LCP2	9606.ENSP00000219150	CORO1A	409
9606.ENSP00000207549	UNC13D	9606.ENSP00000219150	CORO1A	438
9606.ENSP00000207549	UNC13D	9606.ENSP00000219150	CORO1A	438
9606.ENSP00000216492	CHGA	9606.ENSP00000219197	CBLN1	422
9606.ENSP00000216492	CHGA	9606.ENSP00000219197	CBLN1	422
9606.ENSP00000001146	CYP26B1	9606.ENSP00000219368	FA2H	440
9606.ENSP00000001146	CYP26B1	9606.ENSP00000219368	FA2H	440
9606.ENSP00000176183	DRD4	9606.ENSP00000219833	SLC6A2	662
9606.ENSP00000176183	DRD4	9606.ENSP00000219833	SLC6A2	662
9606.ENSP00000003084	CFTR	9606.ENSP00000219919	AQP9	563
9606.ENSP00000003084	CFTR	9606.ENSP00000219919	AQP9	563
9606.ENSP00000199280	AQP2	9606.ENSP00000219919	AQP9	726
9606.ENSP00000199280	AQP2	9606.ENSP00000219919	AQP9	726
9606.ENSP00000216492	CHGA	9606.ENSP00000220478	SCG3	989
9606.ENSP00000216492	CHGA	9606.ENSP00000220478	SCG3	989
9606.ENSP00000218230	PCSK1N	9606.ENSP00000220478	SCG3	739
9606.ENSP00000218230	PCSK1N	9606.ENSP00000220478	SCG3	739
9606.ENSP00000046794	LCP2	9606.ENSP00000220597	PAG1	509
9606.ENSP00000046794	LCP2	9606.ENSP00000220597	PAG1	509
9606.ENSP00000046794	LCP2	9606.ENSP00000220809	PLAT	513
9606.ENSP00000046794	LCP2	9606.ENSP00000220809	PLAT	513
9606.ENSP00000052754	DCN	9606.ENSP00000220809	PLAT	446
9606.ENSP00000052754	DCN	9606.ENSP00000220809	PLAT	446
9606.ENSP00000216968	PROCR	9606.ENSP00000220809	PLAT	487
9606.ENSP00000216968	PROCR	9606.ENSP00000220809	PLAT	487
9606.ENSP00000218388	TIMP1	9606.ENSP00000220809	PLAT	586
9606.ENSP00000218388	TIMP1	9606.ENSP00000220809	PLAT	586
9606.ENSP00000001146	CYP26B1	9606.ENSP00000221496	AMH	472
9606.ENSP00000001146	CYP26B1	9606.ENSP00000221496	AMH	472
9606.ENSP00000052754	DCN	9606.ENSP00000221515	RETN	965
9606.ENSP00000052754	DCN	9606.ENSP00000221515	RETN	965
9606.ENSP00000216862	CYP24A1	9606.ENSP00000221700	CYP4F2	466
9606.ENSP00000216862	CYP24A1	9606.ENSP00000221700	CYP4F2	466
9606.ENSP00000219368	FA2H	9606.ENSP00000221700	CYP4F2	419
9606.ENSP00000219368	FA2H	9606.ENSP00000221700	CYP4F2	419
9606.ENSP00000219919	AQP9	9606.ENSP00000221954	CEACAM4	424
9606.ENSP00000219919	AQP9	9606.ENSP00000221954	CEACAM4	424
9606.ENSP00000221515	RETN	9606.ENSP00000221954	CEACAM4	493
9606.ENSP00000221515	RETN	9606.ENSP00000221954	CEACAM4	493
9606.ENSP00000177694	TBX21	9606.ENSP00000221978	NKG7	584
9606.ENSP00000177694	TBX21	9606.ENSP00000221978	NKG7	584
9606.ENSP00000203629	LAG3	9606.ENSP00000221978	NKG7	518
9606.ENSP00000203629	LAG3	9606.ENSP00000221978	NKG7	518
9606.ENSP00000207157	TBX15	9606.ENSP00000221978	NKG7	628
9606.ENSP00000207157	TBX15	9606.ENSP00000221978	NKG7	628
9606.ENSP00000216338	GZMH	9606.ENSP00000221978	NKG7	901
9606.ENSP00000216338	GZMH	9606.ENSP00000221978	NKG7	901
9606.ENSP00000200676	CETP	9606.ENSP00000222381	PON1	923
9606.ENSP00000200676	CETP	9606.ENSP00000222381	PON1	923
9606.ENSP00000205948	APOH	9606.ENSP00000222381	PON1	853
9606.ENSP00000205948	APOH	9606.ENSP00000222381	PON1	853
9606.ENSP00000216513	SIX4	9606.ENSP00000222598	DLX5	590
9606.ENSP00000216513	SIX4	9606.ENSP00000222598	DLX5	590
9606.ENSP00000001146	CYP26B1	9606.ENSP00000222982	CYP3A5	929
9606.ENSP00000001146	CYP26B1	9606.ENSP00000222982	CYP3A5	929
9606.ENSP00000201586	SULT2B1	9606.ENSP00000222982	CYP3A5	932
9606.ENSP00000201586	SULT2B1	9606.ENSP00000222982	CYP3A5	932
9606.ENSP00000218548		9606.ENSP00000222982	CYP3A5	468
9606.ENSP00000218548	ATP12A	9606.ENSP00000222982	CYP3A5	468
9606.ENSP00000218548		9606.ENSP00000222982	CYP3A5	468
9606.ENSP00000218548	ATP12A	9606.ENSP00000222982	CYP3A5	468
9606.ENSP00000221700	CYP4F2	9606.ENSP00000222982	CYP3A5	433
9606.ENSP00000221700	CYP4F2	9606.ENSP00000222982	CYP3A5	433
9606.ENSP00000222381	PON1	9606.ENSP00000222982	CYP3A5	404
9606.ENSP00000222381	PON1	9606.ENSP00000222982	CYP3A5	404
9606.ENSP00000052754	DCN	9606.ENSP00000223095	SERPINE1	409
9606.ENSP00000052754	DCN	9606.ENSP00000223095	SERPINE1	409
9606.ENSP00000215743	MMP11	9606.ENSP00000223095	SERPINE1	433
9606.ENSP00000215743	MMP11	9606.ENSP00000223095	SERPINE1	433
9606.ENSP00000216117	HMOX1	9606.ENSP00000223095	SERPINE1	523
9606.ENSP00000216117	HMOX1	9606.ENSP00000223095	SERPINE1	523
9606.ENSP00000216968	PROCR	9606.ENSP00000223095	SERPINE1	587
9606.ENSP00000216968	PROCR	9606.ENSP00000223095	SERPINE1	587
9606.ENSP00000218388	TIMP1	9606.ENSP00000223095	SERPINE1	773
9606.ENSP00000218388	TIMP1	9606.ENSP00000223095	SERPINE1	773
9606.ENSP00000220809	PLAT	9606.ENSP00000223095	SERPINE1	999
9606.ENSP00000220809	PLAT	9606.ENSP00000223095	SERPINE1	999
9606.ENSP00000221515	RETN	9606.ENSP00000223095	SERPINE1	764
9606.ENSP00000221515	RETN	9606.ENSP00000223095	SERPINE1	764
9606.ENSP00000222381	PON1	9606.ENSP00000223095	SERPINE1	400
9606.ENSP00000222381	PON1	9606.ENSP00000223095	SERPINE1	400
9606.ENSP00000198801	MOGAT2	9606.ENSP00000223114	MOGAT3	908
9606.ENSP00000198801	MOGAT2	9606.ENSP00000223114	MOGAT3	908
9606.ENSP00000155840	KCNQ1	9606.ENSP00000223215	MEST	571
9606.ENSP00000155840	KCNQ1	9606.ENSP00000223215	MEST	571
9606.ENSP00000219150	CORO1A	9606.ENSP00000223215	MEST	444
9606.ENSP00000219150	CORO1A	9606.ENSP00000223215	MEST	444
9606.ENSP00000205948	APOH	9606.ENSP00000225275	MPO	400
9606.ENSP00000205948	APOH	9606.ENSP00000225275	MPO	400
9606.ENSP00000216117	HMOX1	9606.ENSP00000225275	MPO	652
9606.ENSP00000216117	HMOX1	9606.ENSP00000225275	MPO	652
9606.ENSP00000218388	TIMP1	9606.ENSP00000225275	MPO	528
9606.ENSP00000218388	TIMP1	9606.ENSP00000225275	MPO	528
9606.ENSP00000221515	RETN	9606.ENSP00000225275	MPO	599
9606.ENSP00000221515	RETN	9606.ENSP00000225275	MPO	599
9606.ENSP00000222381	PON1	9606.ENSP00000225275	MPO	923
9606.ENSP00000222381	PON1	9606.ENSP00000225275	MPO	923
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225275	MPO	517
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225275	MPO	517
9606.ENSP00000218388	TIMP1	9606.ENSP00000225474	CSF3	512
9606.ENSP00000218388	TIMP1	9606.ENSP00000225474	CSF3	512
9606.ENSP00000221978	NKG7	9606.ENSP00000225474	CSF3	641
9606.ENSP00000221978	NKG7	9606.ENSP00000225474	CSF3	641
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225474	CSF3	444
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225474	CSF3	444
9606.ENSP00000225275	MPO	9606.ENSP00000225474	CSF3	639
9606.ENSP00000225275	MPO	9606.ENSP00000225474	CSF3	639
9606.ENSP00000075503	STYK1	9606.ENSP00000225688	RASD1	494
9606.ENSP00000075503	STYK1	9606.ENSP00000225688	RASD1	494
9606.ENSP00000052754	DCN	9606.ENSP00000225964	COL1A1	959
9606.ENSP00000052754	DCN	9606.ENSP00000225964	COL1A1	959
9606.ENSP00000061240	TLL1	9606.ENSP00000225964	COL1A1	925
9606.ENSP00000061240	TLL1	9606.ENSP00000225964	COL1A1	925
9606.ENSP00000215743	MMP11	9606.ENSP00000225964	COL1A1	515
9606.ENSP00000215743	MMP11	9606.ENSP00000225964	COL1A1	515
9606.ENSP00000218388	TIMP1	9606.ENSP00000225964	COL1A1	747
9606.ENSP00000218388	TIMP1	9606.ENSP00000225964	COL1A1	747
9606.ENSP00000222598	DLX5	9606.ENSP00000225964	COL1A1	484
9606.ENSP00000222598	DLX5	9606.ENSP00000225964	COL1A1	484
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225964	COL1A1	647
9606.ENSP00000223095	SERPINE1	9606.ENSP00000225964	COL1A1	647
9606.ENSP00000223127	PLOD3	9606.ENSP00000225964	COL1A1	791
9606.ENSP00000223127	PLOD3	9606.ENSP00000225964	COL1A1	791
9606.ENSP00000027335	CDH17	9606.ENSP00000226218	VTN	459
9606.ENSP00000027335	CDH17	9606.ENSP00000226218	VTN	459
9606.ENSP00000052754	DCN	9606.ENSP00000226218	VTN	584
9606.ENSP00000052754	DCN	9606.ENSP00000226218	VTN	584
9606.ENSP00000205948	APOH	9606.ENSP00000226218	VTN	484
9606.ENSP00000205948	APOH	9606.ENSP00000226218	VTN	484
9606.ENSP00000218388	TIMP1	9606.ENSP00000226218	VTN	531
9606.ENSP00000218388	TIMP1	9606.ENSP00000226218	VTN	531
9606.ENSP00000220809	PLAT	9606.ENSP00000226218	VTN	821
9606.ENSP00000220809	PLAT	9606.ENSP00000226218	VTN	821
9606.ENSP00000223095	SERPINE1	9606.ENSP00000226218	VTN	999
9606.ENSP00000223095	SERPINE1	9606.ENSP00000226218	VTN	999
9606.ENSP00000224181	C8G	9606.ENSP00000226218	VTN	682
9606.ENSP00000224181	C8G	9606.ENSP00000226218	VTN	682
9606.ENSP00000167586	KRT14	9606.ENSP00000226247	FOXN1	460
9606.ENSP00000167586	KRT14	9606.ENSP00000226247	FOXN1	460
9606.ENSP00000221476	CKM	9606.ENSP00000226253	ALDOC	485
9606.ENSP00000221476	CKM	9606.ENSP00000226253	ALDOC	485
9606.ENSP00000052754	DCN	9606.ENSP00000226284	IBSP	601
9606.ENSP00000052754	DCN	9606.ENSP00000226284	IBSP	601
9606.ENSP00000222598	DLX5	9606.ENSP00000226284	IBSP	662
9606.ENSP00000222598	DLX5	9606.ENSP00000226284	IBSP	662
9606.ENSP00000225964	COL1A1	9606.ENSP00000226284	IBSP	700
9606.ENSP00000225964	COL1A1	9606.ENSP00000226284	IBSP	700
9606.ENSP00000226218	VTN	9606.ENSP00000226284	IBSP	603
9606.ENSP00000226218	VTN	9606.ENSP00000226284	IBSP	603
9606.ENSP00000205948	APOH	9606.ENSP00000226355	AFM	425
9606.ENSP00000205948	APOH	9606.ENSP00000226355	AFM	425
9606.ENSP00000222381	PON1	9606.ENSP00000226355	AFM	405
9606.ENSP00000222381	PON1	9606.ENSP00000226355	AFM	405
9606.ENSP00000226218	VTN	9606.ENSP00000226355	AFM	416
9606.ENSP00000226218	VTN	9606.ENSP00000226355	AFM	416
9606.ENSP00000218548		9606.ENSP00000226432	CWH43	479
9606.ENSP00000218548	ATP12A	9606.ENSP00000226432	CWH43	479
9606.ENSP00000218548		9606.ENSP00000226432	CWH43	479
9606.ENSP00000218548	ATP12A	9606.ENSP00000226432	CWH43	479
9606.ENSP00000216968	PROCR	9606.ENSP00000226524	PF4V1	904
9606.ENSP00000216968	PROCR	9606.ENSP00000226524	PF4V1	904
9606.ENSP00000009530	CD74	9606.ENSP00000227163	SPI1	563
9606.ENSP00000009530	CD74	9606.ENSP00000227163	SPI1	563
9606.ENSP00000046794	LCP2	9606.ENSP00000227163	SPI1	764
9606.ENSP00000046794	LCP2	9606.ENSP00000227163	SPI1	764
9606.ENSP00000177694	TBX21	9606.ENSP00000227163	SPI1	614
9606.ENSP00000177694	TBX21	9606.ENSP00000227163	SPI1	614
9606.ENSP00000198536	PILRA	9606.ENSP00000227163	SPI1	464
9606.ENSP00000198536	PILRA	9606.ENSP00000227163	SPI1	464
9606.ENSP00000219150	CORO1A	9606.ENSP00000227163	SPI1	519
9606.ENSP00000219150	CORO1A	9606.ENSP00000227163	SPI1	519
9606.ENSP00000221515	RETN	9606.ENSP00000227163	SPI1	405
9606.ENSP00000221515	RETN	9606.ENSP00000227163	SPI1	405
9606.ENSP00000221954	CEACAM4	9606.ENSP00000227163	SPI1	495
9606.ENSP00000221954	CEACAM4	9606.ENSP00000227163	SPI1	495
9606.ENSP00000225275	MPO	9606.ENSP00000227163	SPI1	781
9606.ENSP00000225275	MPO	9606.ENSP00000227163	SPI1	781
9606.ENSP00000225371	EPX	9606.ENSP00000227163	SPI1	606
9606.ENSP00000225371	EPX	9606.ENSP00000227163	SPI1	606
9606.ENSP00000225474	CSF3	9606.ENSP00000227163	SPI1	508
9606.ENSP00000225474	CSF3	9606.ENSP00000227163	SPI1	508
9606.ENSP00000027335	CDH17	9606.ENSP00000227507	CCND1	520
9606.ENSP00000027335	CDH17	9606.ENSP00000227507	CCND1	520
9606.ENSP00000166139	FSTL3	9606.ENSP00000227507	CCND1	441
9606.ENSP00000166139	FSTL3	9606.ENSP00000227507	CCND1	441
9606.ENSP00000167586	KRT14	9606.ENSP00000227507	CCND1	412
9606.ENSP00000167586	KRT14	9606.ENSP00000227507	CCND1	412
9606.ENSP00000215743	MMP11	9606.ENSP00000227507	CCND1	445
9606.ENSP00000215743	MMP11	9606.ENSP00000227507	CCND1	445
9606.ENSP00000216117	HMOX1	9606.ENSP00000227507	CCND1	457
9606.ENSP00000216117	HMOX1	9606.ENSP00000227507	CCND1	457
9606.ENSP00000217026	MYBL2	9606.ENSP00000227507	CCND1	764
9606.ENSP00000217026	MYBL2	9606.ENSP00000227507	CCND1	764
9606.ENSP00000217086	SALL4	9606.ENSP00000227507	CCND1	878
9606.ENSP00000217086	SALL4	9606.ENSP00000227507	CCND1	878
9606.ENSP00000218388	TIMP1	9606.ENSP00000227507	CCND1	481
9606.ENSP00000218388	TIMP1	9606.ENSP00000227507	CCND1	481
9606.ENSP00000220772	SFRP1	9606.ENSP00000227507	CCND1	583
9606.ENSP00000220772	SFRP1	9606.ENSP00000227507	CCND1	583
9606.ENSP00000223095	SERPINE1	9606.ENSP00000227507	CCND1	476
9606.ENSP00000223095	SERPINE1	9606.ENSP00000227507	CCND1	476
9606.ENSP00000225964	COL1A1	9606.ENSP00000227507	CCND1	443
9606.ENSP00000225964	COL1A1	9606.ENSP00000227507	CCND1	443
9606.ENSP00000052754	DCN	9606.ENSP00000228251	YBX3	948
9606.ENSP00000052754	DCN	9606.ENSP00000228251	YBX3	948
9606.ENSP00000227507	CCND1	9606.ENSP00000228251	YBX3	881
9606.ENSP00000227507	CCND1	9606.ENSP00000228251	YBX3	881
9606.ENSP00000216127	RASD2	9606.ENSP00000228476	DAO	419
9606.ENSP00000216127	RASD2	9606.ENSP00000228476	DAO	419
9606.ENSP00000219833	SLC6A2	9606.ENSP00000228476	DAO	442
9606.ENSP00000219833	SLC6A2	9606.ENSP00000228476	DAO	442
9606.ENSP00000225275	MPO	9606.ENSP00000228476	DAO	586
9606.ENSP00000225275	MPO	9606.ENSP00000228476	DAO	586
9606.ENSP00000046794	LCP2	9606.ENSP00000228945	ARHGDIB	433
9606.ENSP00000046794	LCP2	9606.ENSP00000228945	ARHGDIB	433
9606.ENSP00000172229	NGFR	9606.ENSP00000228945	ARHGDIB	804
9606.ENSP00000172229	NGFR	9606.ENSP00000228945	ARHGDIB	804
9606.ENSP00000219150	CORO1A	9606.ENSP00000228945	ARHGDIB	518
9606.ENSP00000219150	CORO1A	9606.ENSP00000228945	ARHGDIB	518
9606.ENSP00000003084	CFTR	9606.ENSP00000229239	GAPDH	434
9606.ENSP00000003084	CFTR	9606.ENSP00000229239	GAPDH	434
9606.ENSP00000027335	CDH17	9606.ENSP00000229239	GAPDH	594
9606.ENSP00000027335	CDH17	9606.ENSP00000229239	GAPDH	594
9606.ENSP00000052754	DCN	9606.ENSP00000229239	GAPDH	519
9606.ENSP00000052754	DCN	9606.ENSP00000229239	GAPDH	519
9606.ENSP00000075120	SLC2A3	9606.ENSP00000229239	GAPDH	497
9606.ENSP00000075120	SLC2A3	9606.ENSP00000229239	GAPDH	497
9606.ENSP00000167586	KRT14	9606.ENSP00000229239	GAPDH	528
9606.ENSP00000167586	KRT14	9606.ENSP00000229239	GAPDH	528
9606.ENSP00000172229	NGFR	9606.ENSP00000229239	GAPDH	456
9606.ENSP00000172229	NGFR	9606.ENSP00000229239	GAPDH	456
9606.ENSP00000177694	TBX21	9606.ENSP00000229239	GAPDH	528
9606.ENSP00000177694	TBX21	9606.ENSP00000229239	GAPDH	528
9606.ENSP00000199280	AQP2	9606.ENSP00000229239	GAPDH	431
9606.ENSP00000199280	AQP2	9606.ENSP00000229239	GAPDH	431
9606.ENSP00000215743	MMP11	9606.ENSP00000229239	GAPDH	484
9606.ENSP00000215743	MMP11	9606.ENSP00000229239	GAPDH	484
9606.ENSP00000216117	HMOX1	9606.ENSP00000229239	GAPDH	693
9606.ENSP00000216117	HMOX1	9606.ENSP00000229239	GAPDH	693
9606.ENSP00000216492	CHGA	9606.ENSP00000229239	GAPDH	401
9606.ENSP00000216492	CHGA	9606.ENSP00000229239	GAPDH	401
9606.ENSP00000216780	PCK2	9606.ENSP00000229239	GAPDH	532
9606.ENSP00000216780	PCK2	9606.ENSP00000229239	GAPDH	532
9606.ENSP00000217182	EEF1A2	9606.ENSP00000229239	GAPDH	742
9606.ENSP00000217182	EEF1A2	9606.ENSP00000229239	GAPDH	742
9606.ENSP00000218388	TIMP1	9606.ENSP00000229239	GAPDH	652
9606.ENSP00000218388	TIMP1	9606.ENSP00000229239	GAPDH	652
9606.ENSP00000220772	SFRP1	9606.ENSP00000229239	GAPDH	407
9606.ENSP00000220772	SFRP1	9606.ENSP00000229239	GAPDH	407
9606.ENSP00000221476	CKM	9606.ENSP00000229239	GAPDH	624
9606.ENSP00000221476	CKM	9606.ENSP00000229239	GAPDH	624
9606.ENSP00000223095	SERPINE1	9606.ENSP00000229239	GAPDH	595
9606.ENSP00000223095	SERPINE1	9606.ENSP00000229239	GAPDH	595
9606.ENSP00000225275	MPO	9606.ENSP00000229239	GAPDH	513
9606.ENSP00000225275	MPO	9606.ENSP00000229239	GAPDH	513
9606.ENSP00000225474	CSF3	9606.ENSP00000229239	GAPDH	503
9606.ENSP00000225474	CSF3	9606.ENSP00000229239	GAPDH	503
9606.ENSP00000225964	COL1A1	9606.ENSP00000229239	GAPDH	711
9606.ENSP00000225964	COL1A1	9606.ENSP00000229239	GAPDH	711
9606.ENSP00000226218	VTN	9606.ENSP00000229239	GAPDH	459
9606.ENSP00000226218	VTN	9606.ENSP00000229239	GAPDH	459
9606.ENSP00000226253	ALDOC	9606.ENSP00000229239	GAPDH	970
9606.ENSP00000226253	ALDOC	9606.ENSP00000229239	GAPDH	970
9606.ENSP00000226284	IBSP	9606.ENSP00000229239	GAPDH	561
9606.ENSP00000226284	IBSP	9606.ENSP00000229239	GAPDH	561
9606.ENSP00000227163	SPI1	9606.ENSP00000229239	GAPDH	470
9606.ENSP00000227163	SPI1	9606.ENSP00000229239	GAPDH	470
9606.ENSP00000227507	CCND1	9606.ENSP00000229239	GAPDH	818
9606.ENSP00000227507	CCND1	9606.ENSP00000229239	GAPDH	818
9606.ENSP00000075120	SLC2A3	9606.ENSP00000229335	AICDA	569
9606.ENSP00000075120	SLC2A3	9606.ENSP00000229335	AICDA	569
9606.ENSP00000227163	SPI1	9606.ENSP00000229335	AICDA	469
9606.ENSP00000227163	SPI1	9606.ENSP00000229335	AICDA	469
9606.ENSP00000229239	GAPDH	9606.ENSP00000229335	AICDA	418
9606.ENSP00000229239	GAPDH	9606.ENSP00000229335	AICDA	418
9606.ENSP00000177694	TBX21	9606.ENSP00000229402	KLRB1	705
9606.ENSP00000177694	TBX21	9606.ENSP00000229402	KLRB1	705
9606.ENSP00000216338	GZMH	9606.ENSP00000229402	KLRB1	509
9606.ENSP00000216338	GZMH	9606.ENSP00000229402	KLRB1	509
9606.ENSP00000221978	NKG7	9606.ENSP00000229402	KLRB1	509
9606.ENSP00000221978	NKG7	9606.ENSP00000229402	KLRB1	509
9606.ENSP00000199280	AQP2	9606.ENSP00000229447	IYD	445
9606.ENSP00000199280	AQP2	9606.ENSP00000229447	IYD	445
9606.ENSP00000061240	TLL1	9606.ENSP00000230538	LAMA4	535
9606.ENSP00000061240	TLL1	9606.ENSP00000230538	LAMA4	535
9606.ENSP00000225964	COL1A1	9606.ENSP00000230538	LAMA4	519
9606.ENSP00000225964	COL1A1	9606.ENSP00000230538	LAMA4	519
9606.ENSP00000198801	MOGAT2	9606.ENSP00000230588	MEP1A	550
9606.ENSP00000198801	MOGAT2	9606.ENSP00000230588	MEP1A	550
9606.ENSP00000052754	DCN	9606.ENSP00000231004	LOX	559
9606.ENSP00000052754	DCN	9606.ENSP00000231004	LOX	559
9606.ENSP00000061240	TLL1	9606.ENSP00000231004	LOX	925
9606.ENSP00000061240	TLL1	9606.ENSP00000231004	LOX	925
9606.ENSP00000167586	KRT14	9606.ENSP00000231004	LOX	403
9606.ENSP00000167586	KRT14	9606.ENSP00000231004	LOX	403
9606.ENSP00000215909	LGALS1	9606.ENSP00000231004	LOX	515
9606.ENSP00000215909	LGALS1	9606.ENSP00000231004	LOX	515
9606.ENSP00000216117	HMOX1	9606.ENSP00000231004	LOX	403
9606.ENSP00000216117	HMOX1	9606.ENSP00000231004	LOX	403
9606.ENSP00000218388	TIMP1	9606.ENSP00000231004	LOX	613
9606.ENSP00000218388	TIMP1	9606.ENSP00000231004	LOX	613
9606.ENSP00000223095	SERPINE1	9606.ENSP00000231004	LOX	610
